StartDate,EndDate,Progress,Duration__in_seconds_,RecordedDate,ResponseId,Consent,DS1_1,DS1_2,DS1_3,DS1_4,DS1_5,DS1_6,DS1_7,DS1_8,DS1_9,DS1_10,DS2_1,DS2_2,DS2_3,DS2_4,DS2_5,DS2_6,DS2_7,DS2_8,DS2_9,DS2_10,DS3_1,DS3_2,DS3_3,DS3_4,DS3_5,DS3_6,DS3_7,DS3_8,DS3_9,DS3_10,DS4_1,DS4_2,DS4_3,DS4_4,DS4_5,DS4_6,DS4_7,DS4_8,DS4_9,DS4_10,DS5_1,DS5_2,DS5_3,DS5_4,DS5_5,DS5_6,DS5_7,DS5_8,DS5_9,DS5_10,DS6_1,DS6_2,DS6_3,DS6_4,DS6_5,DS6_6,DS6_7,DS6_8,DS6_9,DS6_10,DS7_1,DS7_2,DS7_3,DS7_4,DS7_5,DS7_6,DS7_7,DS7_8,DS7_9,DS7_10,DS8_1,DS8_2,DS8_3,DS8_4,DS8_5,DS8_6,DS8_7,DS8_8,DS8_9,DS8_10,Gender,Gender_3_TEXT,Age,Nation,Edu,Latinx,Race_1,Race_2,Race_3,Race_4,Race_5,Race_6,Race_6_TEXT
3/16/2021 5:38:14,3/16/2021 5:46:11,100,476,3/16/2021 5:46:11,R_2ONk3JARbBNrdFo,1,4,1,4,5,2,5,2,4,5,5,3,1,2,3,6,3,4,1,5,1,1,1,1,4,1,1,1,1,2,3,1,6,1,2,5,4,1,6,5,6,2,1,1,5,4,6,5,2,1,1,3,5,5,7,2,5,5,2,2,2,3,5,1,2,5,2,4,2,6,3,6,5,2,5,2,5,2,5,7,1,2, ,22,82,14, , , , , , , , 
3/16/2021 5:38:03,3/16/2021 5:55:21,100,1037,3/16/2021 5:55:21,R_3nSKyyb0YSFezrE,1,2,2,1,2,1,1,1,2,7,2,3,2,4,2,2,1,2,2,2,5,5,4,1,4,3,1,1,5,1,4,2,2,1,4,6,4,5,1,1,5,4,1,1,3,1,4,4,1,2,3,2,2,2,1,2,7,4,1,2,5,2,2,2,5,2,1,2,1,1,2,2,5,2,5,7,5,2,5,6,7,1, ,22,137,16, , , , , , , , 
3/16/2021 5:38:05,3/16/2021 5:49:45,100,700,3/16/2021 5:49:46,R_1rNeOLSIvPeYHSI,1,2,2,3,5,2,2,2,2,6,2,2,3,2,2,2,2,2,2,2,4,2,2,1,2,2,4,2,5,2,6,2,3,2,4,4,3,6,4,2,5,5,4,1,4,2,4,1,2,2,1,2,4,2,2,2,5,5,2,2,2,2,4,2,2,2,2,2,3,5,4,4,5,3,5,2,4,2,3,2,2,2, ,23,137,13, , , , , , , , 
3/16/2021 5:38:18,3/16/2021 5:50:05,100,707,3/16/2021 5:50:05,R_2P4JeJ3TPcFW1xk,1,2,4,5,6,4,5,4,3,5,3,2,5,2,2,4,3,3,5,5,5,5,5,2,3,4,5,3,5,4,5,5,6,2,4,6,5,5,5,4,3,4,2,2,3,3,4,1,3,4,3,6,4,6,3,2,4,5,2,5,6,4,5,5,4,4,3,4,6,6,3,5,6,3,6,2,4,4,2,6,2,2, ,25,67,16, , , , , , , , 
3/16/2021 6:05:47,3/16/2021 6:12:43,100,415,3/16/2021 6:12:43,R_3MzLsgi0E2ltMa0,1,3,1,1,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,5,1,1,1,6,5,5,2,1,3,6,6,1,1,1,6,1,1,1,1,1,4,6,1,3,6,5,5,2,7,1,6,1,1,1,5,7,1,7,1,7,7,1,7,1,3,7,4,5,6,1, ,18,138,14, , , , , , , , 
3/16/2021 5:38:16,3/16/2021 5:59:33,100,1277,3/16/2021 5:59:34,R_1d6WE5nc3WJXhsy,1,2,2,5,5,5,2,5,2,6,2,1,2,2,1,2,1,1,5,2,2,5,5,2,1,1,5,2,6,5,2,3,2,2,3,3,3,5,5,2,5,6,2,2,2,3,2,2,1,2,5,5,5,6,3,3,5,5,1,5,6,5,5,3,5,2,5,6,2,5,1,6,6,5,1,1,2,2,2,5,7,2, ,31,185,17, , , , , , , , 
3/16/2021 5:38:23,3/16/2021 5:48:03,100,579,3/16/2021 5:48:03,R_rruirOjNyVvAySB,1,3,2,2,5,3,6,1,5,3,2,1,5,3,3,1,1,2,2,1,1,2,3,1,1,6,6,3,7,1,1,5,4,2,6,6,2,2,2,6,5,4,2,1,3,5,1,2,5,3,5,5,3,6,7,1,2,3,1,6,6,5,6,5,4,6,2,4,3,1,3,4,2,6,7,2,5,5,6,6,7,2, ,21,67,18, , , , , , , , 
3/16/2021 5:38:16,3/16/2021 5:45:46,100,449,3/16/2021 5:45:46,R_31sHTaZjoMrcf3P,1,5,5,3,5,5,2,6,2,3,5,1,2,2,1,1,1,1,2,1,6,2,1,1,2,2,1,5,1,3,6,6,2,1,1,6,2,5,6,2,6,6,1,2,5,5,4,6,1,2,2,6,6,6,5,3,6,5,7,5,6,6,5,5,2,5,1,6,3,5,2,5,6,5,7,1,2,6,5,6,2,2, ,40,185,13, , , , , , , , 
3/16/2021 5:38:19,3/16/2021 5:50:41,100,742,3/16/2021 5:50:42,R_OpefmSmbOShK0iR,1,6,6,3,5,6,4,3,5,2,6,3,2,5,2,1,5,2,5,3,4,5,4,5,4,5,7,4,6,5,5,5,5,2,5,5,4,5,5,5,3,5,2,4,5,6,5,2,5,4,5,5,3,7,3,2,3,4,2,5,5,5,6,5,4,5,3,5,2,4,3,3,5,2,7,2,5,7,5,6,6,1, ,23,67,18, , , , , , , , 
3/16/2021 5:38:21,3/16/2021 6:04:05,100,1544,3/16/2021 6:04:07,R_1jEdQcM9RKQsk92,1,2,2,4,6,4,2,2,2,3,2,2,2,3,2,2,2,2,2,1,2,1,2,3,2,5,5,2,7,2,7,2,5,2,3,6,5,5,3,4,5,3,1,2,2,2,6,2,2,2,3,3,3,6,5,2,3,5,1,5,5,5,7,4,2,5,1,4,2,6,2,6,3,6,7,1,1,2,5,3,6,1, ,26,84,21, , , , , , , , 
3/16/2021 5:38:37,3/16/2021 5:52:49,100,851,3/16/2021 5:52:49,R_2AEC1bsrpkmqP4Y,1,2,1,2,6,6,1,3,6,2,6,1,7,1,1,1,2,2,3,6,1,5,5,2,5,5,3,5,5,5,3,7,5,2,5,2,4,5,2,6,3,2,2,5,7,6,1,7,2,2,6,5,2,6,7,3,1,2,3,6,6,7,7,5,5,7,1,4,2,3,1,4,5,1,7,1,1,5,6,7,2,2, ,22,67,18, , , , , , , , 
3/16/2021 5:38:17,3/16/2021 5:45:20,100,423,3/16/2021 5:45:20,R_3lzADBoPBtx4X8S,1,4,3,4,3,4,3,3,3,4,4,4,3,3,3,4,3,2,3,2,3,3,4,3,3,4,4,3,4,3,4,3,3,4,4,3,3,3,3,4,5,3,2,3,3,3,3,3,2,3,3,3,5,5,5,5,6,5,2,4,5,3,4,3,3,4,3,3,4,3,4,3,3,5,6,3,2,6,6,5,6,1, ,25,138,16, , , , , , , , 
3/16/2021 5:38:21,3/16/2021 5:54:28,100,967,3/16/2021 5:54:28,R_25sE6nIxSvLBNzt,1,6,5,5,4,7,6,2,5,6,6,3,5,4,3,4,5,4,4,4,5,6,5,6,5,6,6,6,6,6,6,7,5,1,5,5,6,6,7,4,4,5,5,4,5,5,5,5,3,5,4,4,6,5,5,5,5,6,5,5,5,4,5,5,4,5,5,4,4,5,5,4,4,4,5,3,5,5,5,4,5,1, ,28,84,20, , , , , , , , 
3/16/2021 5:38:18,3/16/2021 5:50:51,100,752,3/16/2021 5:50:51,R_Z4O6jBuCAcoQhAl,1,6,5,5,5,1,2,1,2,7,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,7,7,7,7,1,5,1,1,1,5,1,7,1,1,1,1,1,7,5,1,1,1,7,1,1,1,1,4,4,1,1,1,4,1,7,1,7,7,1,1,1,1,1,1,1,1,1, ,19,138,13, , , , , , , , 
3/16/2021 5:38:22,3/16/2021 5:46:08,100,465,3/16/2021 5:46:09,R_SZenWpJpHiV8Oul,1,3,2,4,5,2,2,2,1,5,3,1,5,2,2,2,1,2,4,1,2,2,2,1,1,2,4,2,5,5,4,5,3,3,5,3,5,5,5,4,3,5,2,2,3,3,5,3,2,2,3,5,3,5,2,2,2,5,2,2,3,3,3,3,2,3,2,4,5,4,2,4,6,3,6,2,3,5,3,5,2,1, ,23,137,16, , , , , , , , 
3/16/2021 5:38:31,3/16/2021 5:52:43,100,851,3/16/2021 5:52:43,R_VI3YjdyHHi2lAXv,1,1,1,5,6,1,1,6,1,6,1,1,2,1,1,2,1,1,2,2,5,4,3,1,1,1,6,1,5,1,5,1,1,1,4,5,2,6,3,1,6,5,1,1,5,1,5,1,1,1,1,1,1,5,1,4,7,1,1,2,5,1,2,3,1,1,5,5,1,1,2,7,6,5,6,1,4,6,1,6,6,1, ,22,137,14, , , , , , , , 
3/16/2021 5:38:29,3/16/2021 6:00:27,100,1317,3/16/2021 6:00:27,R_1Hoyb1VG1Icyuh4,1,3,2,2,5,2,2,2,2,6,2,2,2,3,2,2,2,2,2,2,5,2,5,5,2,2,2,2,3,3,3,2,2,2,5,5,3,5,6,2,2,6,2,2,6,2,6,2,2,2,2,4,3,6,2,2,5,6,2,5,4,5,6,2,2,2,2,6,5,5,2,2,4,3,5,2,3,4,3,2,2,1, ,18,138,13, , , , , , , , 
3/16/2021 5:38:27,3/16/2021 5:49:21,100,653,3/16/2021 5:49:21,R_2CrhvfwU3uhR3y7,1,1,1,4,5,1,1,2,1,6,1,1,3,4,1,1,1,1,1,4,4,1,1,1,1,1,5,1,5,3,4,1,1,1,3,5,5,5,5,1,4,5,2,1,5,2,4,1,1,1,2,1,6,4,1,1,6,5,2,5,2,4,5,1,4,4,5,5,2,6,1,4,4,2,5,1,2,2,4,4,5,1, ,23,138,18, , , , , , , , 
3/16/2021 5:41:19,3/16/2021 5:49:32,100,493,3/16/2021 5:49:33,R_2uOIo3gJmRfMa2h,1,2,2,4,2,2,2,2,2,4,2,2,2,2,2,3,2,2,3,2,2,3,2,2,2,2,5,2,6,3,3,4,4,2,2,5,5,5,5,2,3,3,2,2,4,5,3,3,2,2,3,4,5,5,2,5,5,3,2,5,4,4,5,5,2,5,5,4,2,3,2,4,4,5,7,2,2,2,2,6,3,2, ,37,185,16, , , , , , , , 
3/16/2021 5:38:36,3/16/2021 5:51:22,100,765,3/16/2021 5:51:22,R_3Lj3MJ5xFNP4cof,1,1,1,1,6,1,1,6,1,4,1,1,3,2,1,1,1,1,1,1,1,1,1,1,4,1,5,1,1,6,2,5,6,1,1,6,5,4,4,1,5,5,4,1,1,5,1,1,1,1,3,5,7,5,2,4,7,4,1,5,6,2,5,5,4,5,6,5,1,3,1,4,4,3,7,1,2,4,4,7,5,2, ,22,138,17, , , , , , , , 
3/16/2021 5:38:41,3/16/2021 5:45:04,100,383,3/16/2021 5:45:05,R_819ek6Y4tutO2aZ,1,3,3,3,4,5,2,4,3,5,3,1,3,3,2,2,1,1,2,1,5,3,2,1,1,1,3,1,5,2,2,5,2,1,4,5,4,4,3,3,2,5,2,1,2,3,4,1,1,1,2,3,5,3,3,4,4,6,1,4,5,2,3,2,2,1,5,7,2,6,1,4,5,3,6,3,5,6,6,6,6,2, ,36,185,13, , , , , , , , 
3/16/2021 5:38:39,3/16/2021 5:43:03,100,263,3/16/2021 5:43:04,R_1jHsi4udo5WBb6P,1,5,3,2,4,3,6,5,3,4,5,5,3,3,4,4,4,6,3,2,3,3,3,3,4,4,5,4,5,4,4,5,4,4,4,3,2,2,3,4,3,4,4,3,5,6,4,4,4,5,3,4,3,6,4,3,5,4,2,6,5,3,3,5,4,3,5,2,4,4,6,4,3,4,5,4,4,5,2,4,3,1, ,18,137,11, , , , , , , , 
3/16/2021 5:38:40,3/16/2021 5:46:31,100,470,3/16/2021 5:46:31,R_3qVG1v4zn2RQSrW,1,5,5,5,3,2,1,1,3,5,3,1,6,7,3,1,1,2,5,1,5,5,2,5,3,2,7,2,7,6,6,6,5,2,5,2,3,2,6,5,3,1,1,2,2,5,6,1,2,3,5,3,1,3,5,1,6,2,1,5,5,3,6,2,2,3,1,4,2,6,2,5,2,3,6,2,2,6,5,6,6,1, ,20,137,15, , , , , , , , 
3/16/2021 5:38:40,3/16/2021 6:14:35,100,2155,3/16/2021 6:14:36,R_vuzGKtUWwntg8Rb,1,5,5,4,5,5,4,6,3,4,4,6,4,5,3,5,4,4,5,5,6,4,6,5,6,5,6,5,4,6,6,6,5,6,5,6,6,6,4,4,4,7,5,4,5,5,4,6,4,6,3,6,6,5,6,6,5,5,4,5,4,4,6,3,3,5,7,6,5,5,5,5,5,6,6,6,6,5,5,5,5,1, ,21,76,14, , , , , , , , 
3/16/2021 5:38:40,3/16/2021 5:50:16,100,695,3/16/2021 5:50:16,R_2OSF2X9887UhaxC,1,2,2,6,4,2,1,5,2,7,2,1,6,1,2,1,2,2,5,2,6,7,2,2,2,5,6,2,7,3,5,3,6,2,2,5,5,6,5,2,6,5,7,3,3,1,4,1,1,2,1,2,2,5,6,3,5,5,6,5,5,6,2,4,2,2,5,7,2,6,2,6,5,4,7,2,4,5,5,6,3,1, ,21,137,17, , , , , , , , 
3/16/2021 5:38:57,3/16/2021 5:43:36,100,279,3/16/2021 5:43:37,R_22n3LLNzPlafqGh,1,4,3,3,5,5,4,3,3,5,2,6,3,3,3,4,3,4,4,3,4,4,3,5,3,6,2,4,2,5,4,5,2,4,4,5,4,3,2,3,5,5,5,5,3,4,5,3,2,4,3,4,3,3,2,2,3,5,4,5,3,4,3,5,3,4,3,3,3,5,4,2,2,5,4,3,3,5,5,2,4,2, ,19,137,12, , , , , , , , 
3/16/2021 5:38:53,3/16/2021 5:52:10,100,796,3/16/2021 5:52:10,R_uae61hIIZYDQAud,1,5,4,4,5,3,3,4,3,5,5,2,4,3,2,2,2,2,2,2,3,3,4,2,4,3,4,2,1,5,5,4,3,1,5,5,6,6,3,4,7,4,4,2,2,2,4,2,2,2,2,6,6,4,4,2,3,6,3,4,6,4,5,5,5,5,3,6,4,5,3,5,5,5,5,1,6,4,5,5,5,2, ,46,138,21, , , , , , , , 
3/16/2021 5:39:19,3/16/2021 5:57:50,100,1111,3/16/2021 5:57:50,R_1gGsLWkYHvrNpd4,1,1,1,4,6,1,1,1,1,7,1,1,3,1,1,2,1,1,2,1,2,1,2,1,2,1,4,3,5,2,2,2,5,1,2,4,5,4,3,2,7,5,1,1,1,2,3,1,1,1,1,5,7,1,4,4,5,1,1,5,6,2,5,2,5,1,1,2,1,2,1,5,5,1,5,1,1,1,2,6,4,2, ,25,138,16, , , , , , , , 
3/16/2021 5:38:56,3/16/2021 5:40:59,100,122,3/16/2021 5:41:00,R_6G60XcSYFz8nxpT,1,6,7,6,6,7,7,7,6,6,6,5,7,7,7,7,7,7,7,7,6,7,6,7,6,7,7,6,6,7,7,6,7,7,6,7,7,6,6,6,7,7,7,7,7,6,6,6,6,6,7,6,7,7,7,6,7,6,6,7,7,7,6,7,7,6,7,6,6,7,7,7,7,6,7,7,7,6,6,6,6,1, ,29,137,11, , , , , , , , 
3/16/2021 5:39:01,3/16/2021 5:50:04,100,662,3/16/2021 5:50:04,R_2dA4Tu6jKflzfR3,1,3,4,4,5,2,5,1,2,3,1,2,5,2,2,2,2,2,2,4,3,7,5,5,6,3,7,6,7,7,3,6,5,1,5,5,4,3,5,2,6,3,2,6,6,5,1,6,2,3,5,2,5,5,5,5,4,2,2,7,7,5,6,6,2,2,2,6,3,5,1,5,6,3,5,1,4,5,5,7,6,2, ,28,84,21, , , , , , , , 
3/16/2021 5:38:56,3/16/2021 5:48:10,100,554,3/16/2021 5:48:11,R_6m3Suyr7TJbuZJT,1,5,5,5,6,5,1,6,1,7,5,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,6,6,7,3,1,1,3,6,7,7,1,7,7,3,1,3,1,1,1,1,1,1,4,6,7,7,1,6,7,4,4,7,4,7,7,1,7,6,7,1,2,1,6,7,4,6,7,7,5,6,5,6,2, ,35,185,18, , , , , , , , 
3/16/2021 5:38:57,3/16/2021 5:50:22,100,685,3/16/2021 5:50:22,R_SCuQeAxFiTW2NB7,1,6,4,5,2,6,1,1,5,3,6,3,2,5,3,4,4,3,5,7,7,5,5,3,5,5,6,3,7,5,6,3,6,3,3,4,5,6,6,6,3,2,2,3,2,2,5,2,3,5,4,6,6,6,6,3,5,5,1,5,3,4,5,5,4,5,4,6,6,7,3,3,5,7,7,5,2,6,3,6,3,1, ,21,138,18, , , , , , , , 
3/16/2021 5:39:04,3/16/2021 5:47:40,100,516,3/16/2021 5:47:40,R_1BWU5P2JEHNhX36,1,4,3,5,5,3,3,3,2,5,4,3,2,2,2,3,2,3,2,2,5,2,2,2,4,2,5,2,5,3,5,3,4,2,4,4,5,5,5,3,5,4,2,2,2,2,4,2,2,2,2,4,4,2,3,2,4,4,2,4,4,4,5,2,4,2,2,4,4,5,2,4,4,3,6,2,2,2,3,5,5,2, ,22,185,17, , , , , , , , 
3/16/2021 5:39:00,3/16/2021 5:56:04,100,1023,3/16/2021 5:56:04,R_voGz5tSVB9DIbYd,1,4,5,1,2,6,4,6,1,3,3,2,5,6,5,4,3,7,4,3,6,5,1,4,5,5,4,5,3,3,5,4,2,5,3,5,5,3,3,5,3,3,4,4,4,3,4,4,4,4,5,5,4,5,2,7,5,5,3,3,1,6,4,4,6,5,5,3,5,3,4,4,4,4,6,4,4,5,4,5,5,1, ,18,137,12, , , , , , , , 
3/16/2021 5:39:08,3/16/2021 5:47:06,100,478,3/16/2021 5:47:07,R_1n2D6rEFgCRv9WB,1,2,5,2,6,5,1,1,4,5,4,2,7,2,2,3,3,5,5,5,7,5,5,2,3,2,7,2,6,7,5,1,2,5,6,6,4,5,5,3,5,6,2,2,3,2,6,1,5,5,3,5,5,6,3,2,3,5,1,2,6,3,2,3,5,6,2,4,6,6,5,5,6,6,7,2,3,3,3,7,5,2, ,19,137,14, , , , , , , , 
3/16/2021 5:39:07,3/16/2021 5:47:28,100,500,3/16/2021 5:47:28,R_2RV2HJRyi9bfTZ1,1,2,2,2,6,2,1,2,1,5,2,1,2,2,1,3,5,3,2,2,5,2,4,4,1,2,5,2,6,3,4,6,3,1,5,5,5,5,3,2,5,5,2,1,2,3,4,1,1,2,3,3,3,6,2,2,5,5,3,2,5,5,5,2,4,3,3,3,2,6,2,5,5,5,6,1,4,5,5,5,5,1, ,29,185,15, , , , , , , , 
3/16/2021 5:39:18,3/16/2021 6:04:27,100,1508,3/16/2021 6:04:28,R_08jV0i3YiiguJuF,1,3,4,5,3,2,1,2,2,6,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,2,1,1,1,5,5,4,1,4,6,5,4,4,3,2,4,1,1,1,1,5,1,2,1,2,2,4,5,4,2,6,5,1,4,5,2,4,1,2,2,2,2,1,6,2,6,4,5,5,1,1,1,5,2,2,2, ,20,137,14, , , , , , , , 
3/16/2021 5:39:19,3/16/2021 5:50:04,100,644,3/16/2021 5:50:05,R_DdfYmpTUUJN8ww1,1,1,1,4,4,1,1,4,1,7,1,1,4,1,1,1,1,1,1,1,1,4,1,1,1,1,4,1,4,5,1,1,1,1,1,4,4,4,4,1,6,4,1,1,1,1,1,1,1,1,1,1,7,2,1,4,7,4,1,1,7,4,7,4,1,1,1,7,1,4,1,7,1,7,4,1,1,4,1,6,1,3,neither,40,61,16, , , , , , , , 
3/16/2021 5:39:05,3/16/2021 5:44:46,100,340,3/16/2021 5:44:46,R_sTYRvqpv3clFm9z,1,3,3,5,5,2,2,2,3,5,3,1,3,1,3,5,2,3,1,1,1,2,3,1,5,3,2,1,7,4,5,5,3,1,5,3,5,5,4,4,5,6,1,1,3,3,5,1,1,2,3,5,3,4,5,1,4,5,2,5,5,6,6,4,3,3,1,3,5,5,3,5,5,2,7,2,5,3,4,4,5,1, ,25,185,18, , , , , , , , 
3/16/2021 5:39:10,3/16/2021 5:48:14,100,544,3/16/2021 5:48:14,R_2txkPjZ3wAduUnY,1,3,3,3,5,3,3,5,3,5,5,3,5,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,5,5,3,5,3,5,5,3,5,5,5,5,5,3,3,3,3,5,3,5,3,3,3,5,5,3,3,3,5,3,5,5,5,5,5,5,5,5,3,5,3,3,5,5,3,3,3,5,3,5,5,5,2, ,32,84,22, , , , , , , , 
3/16/2021 5:39:25,3/16/2021 5:55:46,100,980,3/16/2021 5:55:47,R_tDI6HNXPuuQ3CH7,1,1,5,6,7,2,7,7,5,5,1,2,7,6,2,3,4,2,6,7,7,4,4,6,5,1,5,5,7,2,7,5,7,1,7,7,3,7,1,6,7,7,7,1,1,7,7,5,1,5,1,6,7,6,7,1,4,7,7,7,7,6,7,4,6,3,7,7,5,6,2,7,7,2,6,1,7,6,7,7,7,1, ,22,161,18, , , , , , , , 
3/16/2021 5:39:15,3/16/2021 5:46:20,100,424,3/16/2021 5:46:20,R_3dKTgvstNybP7JB,1,4,3,3,4,4,1,2,2,4,3,2,6,5,2,2,2,2,2,2,3,2,4,1,2,4,3,2,4,3,5,2,4,2,4,5,2,4,3,2,5,5,1,2,2,4,5,1,2,4,2,2,5,5,6,4,5,5,2,4,4,4,4,4,4,3,1,4,3,6,2,6,1,3,3,1,1,4,4,4,3,1, ,26,138,19, , , , , , , , 
3/16/2021 5:39:10,3/16/2021 5:49:20,100,609,3/16/2021 5:49:20,R_T1ppgNL1ZIhM8Hn,1,2,3,5,5,3,2,2,2,3,2,1,2,6,2,5,2,1,2,2,6,1,4,2,2,2,7,3,7,5,3,2,6,2,3,6,4,6,2,6,2,5,1,2,4,5,3,4,2,5,2,5,6,5,5,5,4,5,2,5,6,5,6,5,4,6,2,4,2,5,2,6,3,4,6,2,3,3,5,7,6,2, ,20,185,14, , , , , , , , 
3/16/2021 5:39:10,3/16/2021 5:48:28,100,557,3/16/2021 5:48:28,R_2QLIkSQ5HfJ4Cyt,1,2,5,6,4,6,1,1,5,4,3,5,4,4,2,2,4,3,3,2,1,5,3,3,3,5,5,6,5,4,6,4,6,4,4,5,5,3,4,2,5,4,3,1,3,4,5,4,3,4,4,3,6,6,4,1,4,4,1,6,6,5,3,5,4,5,4,4,2,3,5,5,3,6,7,4,4,2,5,6,6,1, ,21,137,15, , , , , , , , 
3/16/2021 5:39:14,3/16/2021 5:58:55,100,1180,3/16/2021 5:58:56,R_sTpyJHouKNKxGPT,1,6,6,7,3,5,1,1,4,3,6,2,1,2,2,2,2,4,5,1,2,5,2,2,2,4,6,1,6,1,3,7,3,2,6,4,6,5,7,5,6,6,1,2,1,5,4,1,5,5,5,3,2,4,6,1,5,2,1,6,5,6,7,5,5,6,1,3,2,5,2,4,2,7,7,2,1,5,6,6,3,2, ,24,137,16, , , , , , , , 
3/16/2021 5:49:11,3/16/2021 5:57:49,100,518,3/16/2021 5:57:49,R_33srViAnWF66ebo,1,2,2,4,4,3,2,6,4,6,2,1,6,2,2,2,1,2,5,4,5,5,2,2,1,2,1,1,3,6,5,5,2,1,3,6,2,3,2,4,7,5,2,2,2,3,5,2,4,2,4,5,7,5,2,2,5,5,4,5,6,5,6,5,5,5,6,6,4,4,4,5,5,2,2,2,5,5,4,7,6,1, ,24,137,18, , , , , , , , 
3/16/2021 5:39:16,3/16/2021 5:44:36,100,320,3/16/2021 5:44:37,R_2fs7VhR2fxMmEDw,1,5,5,5,3,6,2,2,2,2,5,1,5,2,1,2,5,2,2,1,6,5,3,2,3,5,2,1,5,6,2,3,5,1,5,3,6,6,6,3,6,5,2,1,3,3,5,3,2,2,2,6,6,6,5,2,5,5,2,6,6,6,6,6,1,5,3,3,2,6,2,5,5,2,6,1,2,2,5,7,5,2, ,24,185,13, , , , , , , , 
3/16/2021 5:39:24,3/16/2021 5:49:39,100,614,3/16/2021 5:49:39,R_1mVq7xjXH1W0OKj,1,7,5,7,1,7,2,1,5,2,7,3,3,7,1,5,4,5,4,4,1,4,5,3,5,7,7,5,7,7,7,6,6,1,1,2,7,6,7,2,2,2,1,1,5,1,5,1,3,5,7,7,5,5,7,3,2,4,1,6,7,7,7,3,5,7,1,7,1,5,3,7,1,6,7,1,1,4,5,7,7,2, ,20,138,16, , , , , , , , 
3/16/2021 5:39:22,3/16/2021 5:53:55,100,872,3/16/2021 5:53:55,R_1qeKtD2lPfBjEAS,1,2,2,5,7,2,2,6,3,7,2,1,2,1,1,3,1,1,2,2,4,2,3,4,2,2,1,1,5,4,5,2,4,1,4,6,3,5,3,1,5,5,4,2,3,2,5,2,1,2,2,2,6,6,4,3,3,7,4,5,5,6,6,3,3,2,2,4,1,7,1,6,5,2,6,1,2,1,5,6,7,1, ,21,161,16, , , , , , , , 
3/16/2021 5:39:25,3/16/2021 6:49:20,100,4195,3/16/2021 6:49:20,R_2tF5EhDroixhVUg,1,2,6,3,5,6,1,5,5,5,6,1,5,1,2,4,1,1,5,1,1,6,2,1,2,3,5,2,5,6,4,5,3,2,4,2,4,4,2,3,6,4,4,1,2,2,4,2,2,2,3,4,3,5,4,2,4,4,2,6,5,4,5,4,1,4,5,2,2,3,3,4,4,2,6,2,4,5,4,5,4,1, ,30,61,20, , , , , , , , 
3/16/2021 5:39:28,3/16/2021 5:46:16,100,408,3/16/2021 5:46:17,R_1mmFFdSIDigqXZz,1,6,3,6,5,4,3,4,6,2,4,4,6,7,3,6,4,2,7,4,6,7,7,5,4,4,7,5,7,7,4,7,3,2,4,6,1,1,3,4,5,4,4,4,2,4,3,4,1,4,3,6,4,7,5,2,4,7,1,7,7,4,6,7,5,4,4,4,6,4,3,4,3,6,6,1,3,6,6,6,6,1, ,21,185,17, , , , , , , , 
3/16/2021 5:39:28,3/16/2021 5:46:57,100,448,3/16/2021 5:46:57,R_1QL6EZrpS5mJqNW,1,3,4,3,5,4,2,3,3,5,4,2,6,2,2,3,2,2,5,2,4,6,4,5,3,3,3,3,6,6,2,4,2,2,4,4,4,3,5,2,4,5,2,3,5,4,4,3,3,3,3,5,5,5,3,3,4,5,2,5,6,6,6,5,4,4,3,4,2,2,2,6,5,6,5,2,3,4,5,6,6,1, ,22,138,15, , , , , , , , 
3/16/2021 5:39:29,3/16/2021 5:57:09,100,1059,3/16/2021 5:57:09,R_3fC3vV4QtipAhGW,1,1,2,3,5,2,1,4,1,7,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,3,2,1,3,1,2,1,4,1,4,6,3,5,4,1,6,5,2,1,1,1,4,1,1,1,1,1,5,5,1,3,4,4,3,2,4,4,4,2,4,5,3,5,1,5,1,5,6,3,5,1,4,3,2,3,4,2, ,29,161,18, , , , , , , , 
3/16/2021 5:39:30,3/16/2021 5:45:47,100,376,3/16/2021 5:45:47,R_2uVtQWEA3URbi5C,1,4,4,4,2,3,3,3,2,5,2,2,6,4,2,2,3,2,6,2,6,5,1,1,3,2,5,2,6,5,2,7,3,2,2,3,4,6,6,2,5,3,1,2,5,4,5,5,2,3,4,7,4,7,4,1,6,3,1,4,7,5,6,4,5,4,1,5,3,3,2,6,4,5,7,2,2,5,4,7,5,2, ,36,158,18, , , , , , , , 
3/16/2021 5:39:57,3/16/2021 5:59:36,100,1179,3/16/2021 5:59:36,R_oXhvUrRRzP7jxSx,1,5,5,6,5,3,3,3,5,4,5,3,2,6,4,3,2,3,2,3,5,1,3,2,3,6,3,1,2,2,4,6,6,1,6,3,7,5,4,4,6,4,3,2,2,5,2,3,5,6,4,4,2,7,7,1,7,5,2,3,3,5,5,3,2,2,2,5,2,2,3,6,5,1,6,3,4,6,5,5,3,1, ,33,48,17, , , , , , , , 
